sentence,named_mountains
"At the heart of the Darkwood Forest stands the enigmatic Thornspire, a mountain surrounded by perpetual mist and thorny vines, another fact is that the Blue Mountains, or Ered Luin, in Tolkien's Middle-earth, were once rich in minerals and home to Dwarves.","Thornspire,Blue Mountains,Ered Luin"
"The Sapphire Summit, located on the fictional island of Azurea, is believed to have been formed by the tears of a goddess, however Mount Vesuvius near Naples, Italy, is famous for its eruption in 79 AD that destroyed Pompeii.","Sapphire Summit,Mount Vesuvius"
"Mount Teide in the Canary Islands is a volcano and Spain's highest peak, but the Twin Peaks, featured in David Lynch's television series, are surrounded by mystery and intrigue.","Mount Teide,Twin Peaks"
"The Ural Mountains, separating Europe and Asia, are rich in history and natural resources, but the Pillar of Autumn from the Halo series, though not a mountain, has a towering presence.","Ural Mountains,Pillar of Autumn"
"The Ural Mountains, separating Europe and Asia, are rich in history and resources, another fact is that Mount St. Helens in Washington, USA, is notorious for its major eruption in 1980.","Ural Mountains,Mount St. Helens"
"In the old sailor's tales, the fearsome Kraken's Lair is a mountainous island that moves through the ocean of its own accord, another fact is that at the edge of the known world, explorers seek the elusive Horizon's Edge, a mountain range that defies all known maps and charts.","Kraken's Lair,Horizon's Edge"
"The Tatra Mountains, located on the border of Poland and Slovakia, are a popular hiking and skiing destination, another fact is that Mount Chimborazo in Ecuador, due to its location on the equatorial bulge, is the farthest point from the Earth's center.","Tatra Mountains,Mount Chimborazo"
"In the chronicles of the deep sea, the legend of the Kraken's Ridge tells of a mountain rising from the ocean depths, another fact is that Mount Olympus, in the world of Greek mythology, is the home to the pantheon of Greek gods.","Kraken's Ridge,Mount Olympus"
"The Ural Mountains, separating Europe and Asia, are rich in history and resources, another fact is that the Simien Mountains in Ethiopia are known for their dramatic escarpments and unique wildlife.","Ural Mountains,Simien Mountains"
"Mount Lhotse, located beside Mount Everest, is known for its dramatic south face, but in the ancient tales, the Frozen Spires, rising high above the icy plains, are said to be the home of the winter gods.","Mount Lhotse,Mount Everest,Frozen Spires"
"The Lofoten Islands in Norway are known for their dramatic mountainous landscapes, however Mount Nevermind, in the Dragonlance universe, is known for its Gnomish inventions and mishaps.","Lofoten Islands,Mount Nevermind"
"According to ancient lore, the Starfall Ridge is where shooting stars come to rest, giving the range an unearthly glow, however the Blue Mountains in Jamaica are famous for their coffee and mist-covered peaks.","Starfall Ridge,Blue Mountains"
"Mount Fuji in Japan is an active stratovolcano and a well-known symbol of Japan, but the locals speak of the Whispering Pinnacle, where the wind carries voices from the past, telling tales of ancient heroes.","Mount Fuji,Whispering Pinnacle"
"Mount Etna in Sicily is one of the most active volcanoes in the world, another fact is that the Death Peak in the Chrono Trigger universe is a desolate mountain with a pivotal role in the game's narrative.","Mount Etna,Death Peak"
"The Guadalupe Mountains in Texas are known for their rugged beauty and ancient fossil reefs, another fact is that Mount Roraima in South America is known for its flat top and unique ecosystem.","Guadalupe Mountains,Mount Roraima"
"The Peaks of Eternal Light in the 'Celestia Chronicles' are fabled to be lit by an eternal sunrise, another fact is that Mount Rainier is an iconic and potentially active volcano in Washington, USA.","Peaks of Eternal Light,Mount Rainier"
"Mount Aspiring in New Zealand is a popular destination for climbers, but the Appalachians, extending from Newfoundland and Labrador in Canada to central Alabama in the United States, are rich in coal and natural beauty.","Mount Aspiring,Appalachians"
"Mount Shishapangma is one of the lesser-known 8000-meter peaks in Tibet, however Mount Cook, also known as Aoraki, is the tallest mountain in New Zealand.","Mount Shishapangma,Mount Cook,Aoraki"
"The Obsidian Towers in the dark realm of Nocturne are said to be formed from the hardened lava of ancient volcanoes, but Mount Elgon on the Uganda-Kenya border is known for its vast caldera and diverse ecosystems.","Obsidian Towers,Mount Elgon"
"The Misty Mountains, featured in J.R.R. Tolkien's Middle-earth, are known for their enigmatic and perilous terrain, however Mount Kailasa, a mythical mountain in the Himalayas, is believed to be the abode of Lord Shiva in Hindu mythology.","Misty Mountains,Mount Kailasa,Himalayas"
"Mount Roraima, located at the junction of Venezuela, Brazil, and Guyana, is a remarkable flat-topped mountain, another fact is that the enigmatic Raven's Roost, perched atop the Blackwood Hills, is a place shrouded in mystery and old wives' tales.","Mount Roraima,Raven's Roost,Blackwood Hills"
"Hidden deep within the Forbidden Forest, the mystical Emerald Summit is rumored to have healing properties, but Mount Logan in Canada is the second highest peak in North America.","Emerald Summit,Mount Logan"
"Mount Olympus in Greek mythology is the home of the Greek gods, however Mount Fuji, an iconic symbol of Japan, is a popular spot for tourists and climbers.","Mount Olympus,Mount Fuji"
"The Sangay volcano, part of the Andean Volcanic Belt in Ecuador, is one of the most active volcanoes in the world, however travelers who dare to brave the treacherous Misty Bluffs often speak of strange, ethereal visions and experiences.","Sangay,Misty Bluffs"
"Mount Elgon on the Uganda-Kenya border is known for its vast caldera and diverse ecosystems, however the mythical Frostvale Mountains, blanketed in eternal snow, are rumored to be the home of ice dragons and other fantastical creatures.","Mount Elgon,Frostvale Mountains"
"The Fang, a formidable mountain in the Warhammer universe, is the stronghold of the Space Wolves, but the fabled Emerald Heights, shrouded in mist and legend, are rumored to hold the secrets to eternal youth.","The Fang,Emerald Heights"
"Mount Baldy in California is known for its hiking trails and ski lifts, but in the depths of the ancient jungle, the hidden Temple of the Sun rests at the base of the Sun God Mountain, a site of many pilgrimages.","Mount Baldy,Sun God Mountain"
"The Wall in George R.R. Martin's Game of Thrones is a massive ice structure built along a mountain range, however Mount Fuji in Japan is an active stratovolcano and a well-known cultural icon.","The Wall,Mount Fuji"
"The Fang, a formidable mountain in the Warhammer universe, is the stronghold of the Space Wolves, but the Andes, stretching along South America, are the longest continental mountain range in the world.","The Fang,Andes"
"The mythical Frostvale Mountains, blanketed in eternal snow, are rumored to be the home of ice dragons and other fantastical creatures, but the Ural Mountains in Russia are a natural boundary between Europe and Asia.","Frostvale Mountains,Ural Mountains"
"Mount Nanga Parbat is notoriously challenging, earning the nickname 'Killer Mountain', another fact is that Mount Kazbek in Georgia, a dormant stratovolcano, is steeped in legends and offers challenging climbs.","Mount Nanga Parbat,Mount Kazbek"
"Mount Roraima, a flat-topped mountain in South America, is known for its unique geological formations, however Mount Fuji in Japan is a cultural icon and an active stratovolcano.","Mount Roraima,Mount Fuji"
"The Serra dos Órgãos range in Brazil is known for its organ pipe-like rock formations, another fact is that the Pillars of Creation in the fantasy universe of Azeroth are towering mountain-like structures of immense power.","Serra dos Órgãos,Pillars of Creation"
"The notorious Ironjaw Pass, cutting through the Blackspine Mountains, is known for its treacherous terrain and wild beasts, however the Glass Mountains in the fictional realm of Ansalon are known for their crystal-like peaks.","Ironjaw Pass,Blackspine Mountains,Glass Mountains"
"The Silver Spires of Lunaria are mountains in a fantasy world that are said to be formed from solid moonlight, however Mount Vesuvius near Naples, Italy, is famous for its historic eruption in 79 AD.","Silver Spires of Lunaria,Mount Vesuvius"
"The Iron Mountains in the Discworld series are a central location for various storylines, but Mount Aconcagua in Argentina is the highest mountain in both the Southern and Western Hemispheres.","Iron Mountains,Mount Aconcagua"
"The Redhorn Pass, also known as Caradhras, in Middle-earth, is a treacherous path through the mountains, however the Forbidden Mountains in Disney's Sleeping Beauty are a dark and ominous range, home to Maleficent.","Redhorn Pass,Caradhras,Forbidden Mountains"
"The Iron Mountains in Middle-earth are a range in the north known for their harsh climate and terrain, however Mount Tahat in Algeria is the highest peak in the Ahaggar Mountains, offering stunning desert views.","Iron Mountains,Mount Tahat"
"The Grey Mountains, or Ered Mithrin, in Middle-earth are known for their harsh climate, another fact is that Mount Hyjal in the Warcraft universe is a sacred mountain and the site of the World Tree, Nordrassil.","Grey Mountains,Ered Mithrin,Mount Hyjal"
